worker#,obj-id,open+read-data-time,wrkr-num-objs,mean-obj-time,num-dsets,mean-dset-time,pb-size,num-workers,obj-type,tot-num-obj,total-runtime
11,bolo_axa_good,6.577448207000089,21,0.3132118193809566,42,0.1566059096904783,268435456,24,signals,61,404.1806711429999
12,bolo_axa_good,7.055553969999892,21,0.3359787604761853,42,0.16798938023809265,268435456,24,signals,61,404.1806711429999
13,bolo_axa_good,6.786377661000188,21,0.32316084100000897,42,0.16158042050000448,268435456,24,signals,61,404.1806711429999
14,bolo_axa_good,6.580289089999951,21,0.3133470995238072,42,0.1566735497619036,268435456,24,signals,61,404.1806711429999
15,bolo_axa_good,6.905187606000254,21,0.3288184574285835,42,0.16440922871429176,268435456,24,signals,61,404.1806711429999
16,bolo_axa_good,6.495254958999794,21,0.3092978551904664,42,0.1546489275952332,268435456,24,signals,61,404.1806711429999
17,bolo_axa_good,6.256836348999968,21,0.29794458804761753,42,0.14897229402380877,268435456,24,signals,61,404.1806711429999
18,bolo_axa_good,7.466497175999848,21,0.3555474845714213,42,0.17777374228571066,268435456,24,signals,61,404.1806711429999
19,bolo_axa_good,6.426965552000183,21,0.3060459786666754,42,0.1530229893333377,268435456,24,signals,61,404.1806711429999
20,bolo_axa_good,7.283038526999917,21,0.3468113584285675,42,0.17340567921428374,268435456,24,signals,61,404.1806711429999
21,bolo_axa_good,6.427068412000153,21,0.30605087676191206,42,0.15302543838095603,268435456,24,signals,61,404.1806711429999
22,bolo_axa_good,6.476045505999991,21,0.3083831193333329,42,0.15419155966666645,268435456,24,signals,61,404.1806711429999
23,bolo_axa_good,7.543625854999846,21,0.35922027880951646,42,0.17961013940475823,268435456,24,signals,61,404.1806711429999
24,bolo_axa_good,4.7680181090004226,17,0.2804716534706131,34,0.14023582673530655,268435456,24,signals,61,404.1806711429999
1,bolo_axa_zo,6.322785607999776,21,0.3010850289523703,21,0.3010850289523703,268435456,24,signals,61,404.1806711429999
2,bolo_axa_zo,7.485432078000031,21,0.35644914657143,21,0.35644914657143,268435456,24,signals,61,404.1806711429999
3,bolo_axa_zo,6.609098975999586,21,0.3147189988571232,21,0.3147189988571232,268435456,24,signals,61,404.1806711429999
4,bolo_axa_zo,7.658204287999979,21,0.3646763946666657,21,0.3646763946666657,268435456,24,signals,61,404.1806711429999
5,bolo_axa_zo,6.695280993999859,21,0.3188229044761838,21,0.3188229044761838,268435456,24,signals,61,404.1806711429999
6,bolo_axa_zo,6.637341204000222,21,0.31606386685715343,21,0.31606386685715343,268435456,24,signals,61,404.1806711429999
7,bolo_axa_zo,6.682888217999789,21,0.31823277228570424,21,0.31823277228570424,268435456,24,signals,61,404.1806711429999
8,bolo_axa_zo,6.012559888999931,21,0.2863123756666634,21,0.2863123756666634,268435456,24,signals,61,404.1806711429999
9,bolo_axa_zo,6.716176184000233,21,0.3198179135238206,21,0.3198179135238206,268435456,24,signals,61,404.1806711429999
10,bolo_axa_zo,5.822425570000178,21,0.27725836047619895,21,0.27725836047619895,268435456,24,signals,61,404.1806711429999
11,bolo_axa_zo,6.869435669000268,21,0.327115984238108,21,0.327115984238108,268435456,24,signals,61,404.1806711429999
12,bolo_axa_zo,6.209274505999929,21,0.29567973838094896,21,0.29567973838094896,268435456,24,signals,61,404.1806711429999
13,bolo_axa_zo,6.386275745999683,21,0.3041083688571278,21,0.3041083688571278,268435456,24,signals,61,404.1806711429999
14,bolo_axa_zo,6.403112547000092,21,0.30491012128571865,21,0.30491012128571865,268435456,24,signals,61,404.1806711429999
15,bolo_axa_zo,6.391560966999805,21,0.30436004604760974,21,0.30436004604760974,268435456,24,signals,61,404.1806711429999
16,bolo_axa_zo,7.69453121100014,21,0.36640624814286377,21,0.36640624814286377,268435456,24,signals,61,404.1806711429999
17,bolo_axa_zo,6.7331909939998695,21,0.32062814257142236,21,0.32062814257142236,268435456,24,signals,61,404.1806711429999
18,bolo_axa_zo,6.553818623000097,21,0.3120866010952427,21,0.3120866010952427,268435456,24,signals,61,404.1806711429999
19,bolo_axa_zo,6.9709454220001135,21,0.3319497820000054,21,0.3319497820000054,268435456,24,signals,61,404.1806711429999
20,bolo_axa_zo,7.554845622999892,21,0.35975455347618535,21,0.35975455347618535,268435456,24,signals,61,404.1806711429999
21,bolo_axa_zo,6.332766996000373,21,0.3015603331428749,21,0.3015603331428749,268435456,24,signals,61,404.1806711429999
22,bolo_axa_zo,6.961060727000131,21,0.33147908223810146,21,0.33147908223810146,268435456,24,signals,61,404.1806711429999
23,bolo_axa_zo,7.075927295999918,21,0.33694891885713896,21,0.33694891885713896,268435456,24,signals,61,404.1806711429999
24,bolo_axa_zo,5.753359962000104,17,0.3384329389411826,17,0.3384329389411826,268435456,24,signals,61,404.1806711429999
1,bolo_axj_good,6.293856228000095,21,0.299707439428576,42,0.149853719714288,268435456,24,signals,61,404.1806711429999
2,bolo_axj_good,6.6180489430003036,21,0.31514518776191924,42,0.15757259388095962,268435456,24,signals,61,404.1806711429999
3,bolo_axj_good,6.938968512999963,21,0.3304270720476173,42,0.16521353602380864,268435456,24,signals,61,404.1806711429999
4,bolo_axj_good,6.660468738999953,21,0.3171651780476168,42,0.1585825890238084,268435456,24,signals,61,404.1806711429999
5,bolo_axj_good,6.641663480000261,21,0.31626968952382195,42,0.15813484476191098,268435456,24,signals,61,404.1806711429999
6,bolo_axj_good,6.572654136999972,21,0.31298353033333204,42,0.15649176516666602,268435456,24,signals,61,404.1806711429999
7,bolo_axj_good,6.262136244999965,21,0.29819696404761736,42,0.14909848202380868,268435456,24,signals,61,404.1806711429999
8,bolo_axj_good,7.209986314000162,21,0.34333268161905534,42,0.17166634080952767,268435456,24,signals,61,404.1806711429999
9,bolo_axj_good,6.137096829999791,21,0.2922427061904663,42,0.14612135309523314,268435456,24,signals,61,404.1806711429999
10,bolo_axj_good,6.672153016000266,21,0.31772157219048885,42,0.15886078609524443,268435456,24,signals,61,404.1806711429999
11,bolo_axj_good,6.745894227000008,21,0.3212330584285718,42,0.1606165292142859,268435456,24,signals,61,404.1806711429999
12,bolo_axj_good,6.229117921999659,21,0.2966246629523647,42,0.14831233147618236,268435456,24,signals,61,404.1806711429999
13,bolo_axj_good,6.340411083000163,21,0.30192433728572204,42,0.15096216864286102,268435456,24,signals,61,404.1806711429999
14,bolo_axj_good,6.651446933999978,21,0.31673556828571325,42,0.15836778414285663,268435456,24,signals,61,404.1806711429999
15,bolo_axj_good,6.587802101999841,21,0.3137048619999924,42,0.1568524309999962,268435456,24,signals,61,404.1806711429999
16,bolo_axj_good,7.1958299140001145,21,0.34265856733333877,42,0.17132928366666939,268435456,24,signals,61,404.1806711429999
17,bolo_axj_good,6.482336662000307,21,0.3086826981904908,42,0.1543413490952454,268435456,24,signals,61,404.1806711429999
18,bolo_axj_good,6.424065144999986,21,0.3059078640476184,42,0.1529539320238092,268435456,24,signals,61,404.1806711429999
19,bolo_axj_good,6.54351352599997,21,0.31159588219047474,42,0.15579794109523737,268435456,24,signals,61,404.1806711429999
20,bolo_axj_good,7.113433580999754,21,0.3387349324285597,42,0.16936746621427984,268435456,24,signals,61,404.1806711429999
21,bolo_axj_good,6.681498981999994,21,0.31816661819047587,42,0.15908330909523793,268435456,24,signals,61,404.1806711429999
22,bolo_axj_good,7.1643522440003835,21,0.3411596306666849,42,0.17057981533334246,268435456,24,signals,61,404.1806711429999
23,bolo_axj_good,6.681056891000026,21,0.3181455662380965,42,0.15907278311904824,268435456,24,signals,61,404.1806711429999
24,bolo_axj_good,5.668626660999962,17,0.33344862711764484,34,0.16672431355882242,268435456,24,signals,61,404.1806711429999
1,bolo_axj_zo,7.098817319999853,21,0.33803891999999297,21,0.33803891999999297,268435456,24,signals,61,404.1806711429999
2,bolo_axj_zo,6.793277202999889,21,0.3234893906190423,21,0.3234893906190423,268435456,24,signals,61,404.1806711429999
3,bolo_axj_zo,6.184325376999823,21,0.2944916846190392,21,0.2944916846190392,268435456,24,signals,61,404.1806711429999
4,bolo_axj_zo,6.275546718999976,21,0.2988355580476179,21,0.2988355580476179,268435456,24,signals,61,404.1806711429999
5,bolo_axj_zo,7.8169732619999195,21,0.3722368219999962,21,0.3722368219999962,268435456,24,signals,61,404.1806711429999
6,bolo_axj_zo,6.734656212999653,21,0.32069791490474536,21,0.32069791490474536,268435456,24,signals,61,404.1806711429999
7,bolo_axj_zo,6.918515007000224,21,0.3294530955714392,21,0.3294530955714392,268435456,24,signals,61,404.1806711429999
8,bolo_axj_zo,6.116992552999818,21,0.29128535966665803,21,0.29128535966665803,268435456,24,signals,61,404.1806711429999
9,bolo_axj_zo,6.120868169999994,21,0.2914699128571426,21,0.2914699128571426,268435456,24,signals,61,404.1806711429999
10,bolo_axj_zo,6.743899417999728,21,0.3211380675237966,21,0.3211380675237966,268435456,24,signals,61,404.1806711429999
11,bolo_axj_zo,6.879289869000331,21,0.32758523185715865,21,0.32758523185715865,268435456,24,signals,61,404.1806711429999
12,bolo_axj_zo,6.681209519999811,21,0.3181528342857053,21,0.3181528342857053,268435456,24,signals,61,404.1806711429999
13,bolo_axj_zo,6.25202301499985,21,0.2977153816666595,21,0.2977153816666595,268435456,24,signals,61,404.1806711429999
14,bolo_axj_zo,6.583228139000312,21,0.3134870542381101,21,0.3134870542381101,268435456,24,signals,61,404.1806711429999
15,bolo_axj_zo,6.260742227999799,21,0.2981305822857047,21,0.2981305822857047,268435456,24,signals,61,404.1806711429999
16,bolo_axj_zo,6.695083902999613,21,0.31881351919045775,21,0.31881351919045775,268435456,24,signals,61,404.1806711429999
17,bolo_axj_zo,6.8078208270003415,21,0.3241819441428734,21,0.3241819441428734,268435456,24,signals,61,404.1806711429999
18,bolo_axj_zo,6.588891333999982,21,0.31375673019047534,21,0.31375673019047534,268435456,24,signals,61,404.1806711429999
19,bolo_axj_zo,6.14831653400006,21,0.29277697780952666,21,0.29277697780952666,268435456,24,signals,61,404.1806711429999
20,bolo_axj_zo,6.786808576000112,21,0.3231813607619101,21,0.3231813607619101,268435456,24,signals,61,404.1806711429999
21,bolo_axj_zo,6.332036678999884,21,0.30152555614285165,21,0.30152555614285165,268435456,24,signals,61,404.1806711429999
22,bolo_axj_zo,7.3386097989996415,21,0.3494576094761734,21,0.3494576094761734,268435456,24,signals,61,404.1806711429999
23,bolo_axj_zo,6.744833889999882,21,0.32118256619047053,21,0.32118256619047053,268435456,24,signals,61,404.1806711429999
24,bolo_axj_zo,5.6997351269997125,17,0.33527853688233605,17,0.33527853688233605,268435456,24,signals,61,404.1806711429999
1,cmod_ts_te,7.041954168999837,21,0.3353311509047541,63,0.11177705030158472,268435456,24,signals,61,404.1806711429999
2,cmod_ts_te,6.800577197000166,21,0.3238370093809603,63,0.10794566979365343,268435456,24,signals,61,404.1806711429999
3,cmod_ts_te,7.6789213450001625,21,0.36566292119048394,63,0.12188764039682798,268435456,24,signals,61,404.1806711429999
4,cmod_ts_te,6.5530555880000065,21,0.3120502660952384,63,0.10401675536507947,268435456,24,signals,61,404.1806711429999
5,cmod_ts_te,7.253640073000042,21,0.34541143204762104,63,0.11513714401587369,268435456,24,signals,61,404.1806711429999
6,cmod_ts_te,6.773775993000072,21,0.322560761571432,63,0.107520253857144,268435456,24,signals,61,404.1806711429999
7,cmod_ts_te,6.350160460000097,21,0.30238859333333795,63,0.10079619777777932,268435456,24,signals,61,404.1806711429999
8,cmod_ts_te,6.804807250000067,21,0.3240384404761937,63,0.10801281349206455,268435456,24,signals,61,404.1806711429999
9,cmod_ts_te,7.0159276090003,21,0.3340917909047762,63,0.11136393030159207,268435456,24,signals,61,404.1806711429999
10,cmod_ts_te,6.437857408000127,21,0.3065646384761965,63,0.10218821282539885,268435456,24,signals,61,404.1806711429999
11,cmod_ts_te,6.18489972999987,21,0.29451903476189856,63,0.09817301158729952,268435456,24,signals,61,404.1806711429999
12,cmod_ts_te,7.1062470830001985,21,0.3383927182381047,63,0.1127975727460349,268435456,24,signals,61,404.1806711429999
13,cmod_ts_te,7.107474807000017,21,0.3384511812857151,63,0.1128170604285717,268435456,24,signals,61,404.1806711429999
14,cmod_ts_te,6.407915279999997,21,0.3051388228571427,63,0.10171294095238091,268435456,24,signals,61,404.1806711429999
15,cmod_ts_te,6.409460419999959,21,0.305212400952379,63,0.10173746698412633,268435456,24,signals,61,404.1806711429999
16,cmod_ts_te,7.276060636999773,21,0.34647907795237015,63,0.11549302598412338,268435456,24,signals,61,404.1806711429999
17,cmod_ts_te,6.2423859070004255,21,0.29725647176192505,63,0.09908549058730834,268435456,24,signals,61,404.1806711429999
18,cmod_ts_te,6.365807444999973,21,0.30313368785714156,63,0.10104456261904719,268435456,24,signals,61,404.1806711429999
19,cmod_ts_te,6.17466708899974,21,0.29403176614284476,63,0.09801058871428159,268435456,24,signals,61,404.1806711429999
20,cmod_ts_te,6.151022118000128,21,0.29290581514286324,63,0.09763527171428775,268435456,24,signals,61,404.1806711429999
21,cmod_ts_te,6.859913628999948,21,0.3266625537619023,63,0.10888751792063409,268435456,24,signals,61,404.1806711429999
22,cmod_ts_te,7.287988044000031,21,0.3470470497142872,63,0.1156823499047624,268435456,24,signals,61,404.1806711429999
23,cmod_ts_te,6.511432855000294,21,0.3100682311904902,63,0.10335607706349673,268435456,24,signals,61,404.1806711429999
24,cmod_ts_te,0.635998844000369,2,0.3179994220001845,6,0.10599980733339483,268435456,24,signals,61,404.1806711429999
1,electrons_fiberz,7.934503193000182,21,0.37783348538096106,42,0.18891674269048053,268435456,24,signals,61,404.1806711429999
2,electrons_fiberz,6.773023826000099,21,0.3225249440952428,42,0.1612624720476214,268435456,24,signals,61,404.1806711429999
3,electrons_fiberz,6.610101483000108,21,0.3147667372857194,42,0.1573833686428597,268435456,24,signals,61,404.1806711429999
4,electrons_fiberz,6.502125044999957,21,0.3096250021428551,42,0.15481250107142755,268435456,24,signals,61,404.1806711429999
5,electrons_fiberz,6.565469867000047,21,0.3126414222380975,42,0.15632071111904874,268435456,24,signals,61,404.1806711429999
6,electrons_fiberz,5.962880400999893,21,0.2839466857618997,42,0.14197334288094984,268435456,24,signals,61,404.1806711429999
7,electrons_fiberz,7.583320993999678,21,0.3611105235237942,42,0.1805552617618971,268435456,24,signals,61,404.1806711429999
8,electrons_fiberz,6.710432779000257,21,0.3195444180476313,42,0.15977220902381564,268435456,24,signals,61,404.1806711429999
9,electrons_fiberz,6.693805855999926,21,0.3187526598095203,42,0.15937632990476014,268435456,24,signals,61,404.1806711429999
10,electrons_fiberz,7.249145670999951,21,0.3451974129047596,42,0.1725987064523798,268435456,24,signals,61,404.1806711429999
11,electrons_fiberz,6.951919782999994,21,0.3310437991904759,42,0.16552189959523794,268435456,24,signals,61,404.1806711429999
12,electrons_fiberz,6.298822634000317,21,0.299943934952396,42,0.149971967476198,268435456,24,signals,61,404.1806711429999
13,electrons_fiberz,6.272954199000196,21,0.29871210471429505,42,0.14935605235714752,268435456,24,signals,61,404.1806711429999
14,electrons_fiberz,6.852793022000242,21,0.32632347723810673,42,0.16316173861905336,268435456,24,signals,61,404.1806711429999
15,electrons_fiberz,6.411188578999827,21,0.30529469423808697,42,0.15264734711904349,268435456,24,signals,61,404.1806711429999
16,electrons_fiberz,6.341537261000212,21,0.3019779648095339,42,0.15098898240476696,268435456,24,signals,61,404.1806711429999
17,electrons_fiberz,6.6026329249998525,21,0.31441109166665965,42,0.15720554583332982,268435456,24,signals,61,404.1806711429999
18,electrons_fiberz,6.277634005999971,21,0.2989349526666653,42,0.14946747633333266,268435456,24,signals,61,404.1806711429999
19,electrons_fiberz,7.355064968000079,21,0.3502411889523847,42,0.17512059447619235,268435456,24,signals,61,404.1806711429999
20,electrons_fiberz,7.152450450999822,21,0.34059287861903914,42,0.17029643930951957,268435456,24,signals,61,404.1806711429999
21,electrons_fiberz,6.691282261999731,21,0.3186324886666539,42,0.15931624433332695,268435456,24,signals,61,404.1806711429999
22,electrons_fiberz,6.721978550000131,21,0.32009421666667287,42,0.16004710833333644,268435456,24,signals,61,404.1806711429999
23,electrons_fiberz,6.695229376000043,21,0.3188204464761925,42,0.15941022323809625,268435456,24,signals,61,404.1806711429999
24,electrons_fiberz,5.330501235999691,17,0.31355889623527594,34,0.15677944811763797,268435456,24,signals,61,404.1806711429999
1,electrons_nl04,6.275420529999792,21,0.29882954904760917,42,0.14941477452380458,268435456,24,signals,61,404.1806711429999
2,electrons_nl04,6.8527220269998,21,0.3263200965238,42,0.1631600482619,268435456,24,signals,61,404.1806711429999
3,electrons_nl04,6.261936881000111,21,0.2981874705238148,42,0.1490937352619074,268435456,24,signals,61,404.1806711429999
4,electrons_nl04,6.558253917000002,21,0.31229780557142867,42,0.15614890278571433,268435456,24,signals,61,404.1806711429999
5,electrons_nl04,6.90538705300014,21,0.32882795490476857,42,0.16441397745238429,268435456,24,signals,61,404.1806711429999
6,electrons_nl04,7.131603738000194,21,0.33960017800000925,42,0.16980008900000462,268435456,24,signals,61,404.1806711429999
7,electrons_nl04,7.209737988000143,21,0.34332085657143535,42,0.17166042828571768,268435456,24,signals,61,404.1806711429999
8,electrons_nl04,19.633981647000383,21,0.9349515070000182,42,0.4674757535000091,268435456,24,signals,61,404.1806711429999
9,electrons_nl04,7.0958994389998225,21,0.3378999732857058,42,0.1689499866428529,268435456,24,signals,61,404.1806711429999
10,electrons_nl04,7.174779440999828,21,0.34165616385713465,42,0.17082808192856733,268435456,24,signals,61,404.1806711429999
11,electrons_nl04,6.535327113000221,21,0.31120605300001053,42,0.15560302650000526,268435456,24,signals,61,404.1806711429999
12,electrons_nl04,6.597345368999868,21,0.314159303285708,42,0.157079651642854,268435456,24,signals,61,404.1806711429999
13,electrons_nl04,6.4324172449996695,21,0.3063055830952224,42,0.1531527915476112,268435456,24,signals,61,404.1806711429999
14,electrons_nl04,6.25052331400002,21,0.2976439673333343,42,0.14882198366666716,268435456,24,signals,61,404.1806711429999
15,electrons_nl04,6.080292695000026,21,0.2895377473809536,42,0.1447688736904768,268435456,24,signals,61,404.1806711429999
16,electrons_nl04,6.210335985000256,21,0.2957302850000122,42,0.1478651425000061,268435456,24,signals,61,404.1806711429999
17,electrons_nl04,6.922092422999867,21,0.3296234487142794,42,0.1648117243571397,268435456,24,signals,61,404.1806711429999
18,electrons_nl04,6.029492180000034,21,0.28711867523809687,42,0.14355933761904843,268435456,24,signals,61,404.1806711429999
19,electrons_nl04,7.952897479999592,21,0.3787094038095044,42,0.1893547019047522,268435456,24,signals,61,404.1806711429999
20,electrons_nl04,6.249406475000342,21,0.2975907845238258,42,0.1487953922619129,268435456,24,signals,61,404.1806711429999
21,electrons_nl04,6.09223587400038,21,0.2901064701904943,42,0.14505323509524715,268435456,24,signals,61,404.1806711429999
22,electrons_nl04,6.297597131000202,21,0.2998855776666763,42,0.14994278883333814,268435456,24,signals,61,404.1806711429999
23,electrons_nl04,6.399506279999969,21,0.3047383942857128,42,0.1523691971428564,268435456,24,signals,61,404.1806711429999
24,electrons_nl04,5.467984334999983,17,0.3216461373529402,34,0.1608230686764701,268435456,24,signals,61,404.1806711429999
1,electrons_te_rz,6.309111666000263,21,0.3004338888571554,63,0.10014462961905178,268435456,24,signals,61,404.1806711429999
2,electrons_te_rz,5.783862337999835,21,0.27542201609523026,63,0.09180733869841008,268435456,24,signals,61,404.1806711429999
3,electrons_te_rz,7.933935563999967,21,0.37780645542856983,63,0.1259354851428566,268435456,24,signals,61,404.1806711429999
4,electrons_te_rz,6.444837857000039,21,0.3068970408095256,63,0.10229901360317521,268435456,24,signals,61,404.1806711429999
5,electrons_te_rz,6.082241758999771,21,0.2896305599523701,63,0.09654351998412335,268435456,24,signals,61,404.1806711429999
6,electrons_te_rz,6.593399696000233,21,0.3139714140952492,63,0.10465713803174974,268435456,24,signals,61,404.1806711429999
7,electrons_te_rz,6.535363684000004,21,0.3112077944761906,63,0.10373593149206355,268435456,24,signals,61,404.1806711429999
8,electrons_te_rz,6.301876125000035,21,0.30008933928571596,63,0.10002977976190532,268435456,24,signals,61,404.1806711429999
9,electrons_te_rz,6.789450993000173,21,0.3233071901428654,63,0.10776906338095513,268435456,24,signals,61,404.1806711429999
10,electrons_te_rz,6.503815403999852,21,0.30970549542856435,63,0.10323516514285479,268435456,24,signals,61,404.1806711429999
11,electrons_te_rz,6.204229011999814,21,0.2954394767618959,63,0.09847982558729863,268435456,24,signals,61,404.1806711429999
12,electrons_te_rz,6.489894834000097,21,0.30904261114286175,63,0.10301420371428725,268435456,24,signals,61,404.1806711429999
13,electrons_te_rz,5.930338801999824,21,0.2823970858095154,63,0.09413236193650514,268435456,24,signals,61,404.1806711429999
14,electrons_te_rz,6.3046673349999764,21,0.30022225404761793,63,0.10007408468253931,268435456,24,signals,61,404.1806711429999
15,electrons_te_rz,6.1172380480002175,21,0.2912970499047723,63,0.09709901663492408,268435456,24,signals,61,404.1806711429999
16,electrons_te_rz,6.306054410999877,21,0.30028830528570843,63,0.10009610176190281,268435456,24,signals,61,404.1806711429999
17,electrons_te_rz,6.196848704999866,21,0.29508803357142216,63,0.09836267785714073,268435456,24,signals,61,404.1806711429999
18,electrons_te_rz,6.200937329000226,21,0.2952827299523917,63,0.09842757665079724,268435456,24,signals,61,404.1806711429999
19,electrons_te_rz,6.827934154999639,21,0.32513972166664945,63,0.10837990722221649,268435456,24,signals,61,404.1806711429999
20,electrons_te_rz,6.346500601000116,21,0.30221431433333884,63,0.10073810477777963,268435456,24,signals,61,404.1806711429999
21,electrons_te_rz,6.985552967999865,21,0.33264537942856504,63,0.11088179314285501,268435456,24,signals,61,404.1806711429999
22,electrons_te_rz,6.9763708240002416,21,0.33220813447620196,63,0.11073604482540066,268435456,24,signals,61,404.1806711429999
23,electrons_te_rz,7.242694194000251,21,0.34489019971429763,63,0.11496339990476588,268435456,24,signals,61,404.1806711429999
24,electrons_te_rz,4.184321206999812,14,0.29888008621427226,42,0.09962669540475742,268435456,24,signals,61,404.1806711429999
1,electrons_zsrt,6.656222336000155,21,0.3169629683809598,42,0.1584814841904799,268435456,24,signals,61,404.1806711429999
2,electrons_zsrt,6.375337042999945,21,0.3035874782380926,42,0.1517937391190463,268435456,24,signals,61,404.1806711429999
3,electrons_zsrt,6.44285019400013,21,0.3068023901904824,42,0.1534011950952412,268435456,24,signals,61,404.1806711429999
4,electrons_zsrt,6.1310732310003,21,0.29195586814287144,42,0.14597793407143572,268435456,24,signals,61,404.1806711429999
5,electrons_zsrt,6.172978355000396,21,0.2939513502381141,42,0.14697567511905704,268435456,24,signals,61,404.1806711429999
6,electrons_zsrt,6.161289108999881,21,0.29339471947618484,42,0.14669735973809242,268435456,24,signals,61,404.1806711429999
7,electrons_zsrt,7.05250733999992,21,0.33583368285713905,42,0.16791684142856952,268435456,24,signals,61,404.1806711429999
8,electrons_zsrt,6.044872306999878,21,0.28785106223808943,42,0.14392553111904471,268435456,24,signals,61,404.1806711429999
9,electrons_zsrt,6.288488293999762,21,0.29945182352379823,42,0.14972591176189912,268435456,24,signals,61,404.1806711429999
10,electrons_zsrt,7.094849271999919,21,0.3378499653333295,42,0.16892498266666475,268435456,24,signals,61,404.1806711429999
11,electrons_zsrt,6.789699126999949,21,0.3233190060476166,42,0.1616595030238083,268435456,24,signals,61,404.1806711429999
12,electrons_zsrt,5.933291257000292,21,0.2825376789047758,42,0.1412688394523879,268435456,24,signals,61,404.1806711429999
13,electrons_zsrt,6.262924571999974,21,0.2982345034285702,42,0.1491172517142851,268435456,24,signals,61,404.1806711429999
14,electrons_zsrt,7.223070298000039,21,0.3439557284761923,42,0.17197786423809616,268435456,24,signals,61,404.1806711429999
15,electrons_zsrt,6.790855732999717,21,0.323374082523796,42,0.161687041261898,268435456,24,signals,61,404.1806711429999
16,electrons_zsrt,6.667234046999965,21,0.31748733557142694,42,0.15874366778571347,268435456,24,signals,61,404.1806711429999
17,electrons_zsrt,6.103056789999755,21,0.29062175190475026,42,0.14531087595237513,268435456,24,signals,61,404.1806711429999
18,electrons_zsrt,5.99181386500004,21,0.2853244697619067,42,0.14266223488095334,268435456,24,signals,61,404.1806711429999
19,electrons_zsrt,6.087982447999821,21,0.2899039260952295,42,0.14495196304761476,268435456,24,signals,61,404.1806711429999
20,electrons_zsrt,6.7634034699999575,21,0.3220668319047599,42,0.16103341595237994,268435456,24,signals,61,404.1806711429999
21,electrons_zsrt,5.64421496299974,21,0.26877214109522574,42,0.13438607054761287,268435456,24,signals,61,404.1806711429999
22,electrons_zsrt,6.857274480999877,21,0.32653688004761316,42,0.16326844002380658,268435456,24,signals,61,404.1806711429999
23,electrons_zsrt,6.159274061999895,21,0.29329876485713785,42,0.14664938242856893,268435456,24,signals,61,404.1806711429999
24,electrons_zsrt,5.06425434699986,14,0.36173245335713283,28,0.18086622667856642,268435456,24,signals,61,404.1806711429999
1,eng_r_cur,6.770967724000002,21,0.3224270344761906,42,0.1612135172380953,268435456,24,signals,61,404.1806711429999
2,eng_r_cur,7.232961998000064,21,0.34442676180952686,42,0.17221338090476343,268435456,24,signals,61,404.1806711429999
3,eng_r_cur,6.380484367000008,21,0.3038325889047623,42,0.15191629445238114,268435456,24,signals,61,404.1806711429999
4,eng_r_cur,6.751231123000252,21,0.3214871963333453,42,0.16074359816667266,268435456,24,signals,61,404.1806711429999
5,eng_r_cur,7.3401301050002985,21,0.3495300050000142,42,0.1747650025000071,268435456,24,signals,61,404.1806711429999
6,eng_r_cur,6.86846089699975,21,0.3270695665237976,42,0.1635347832618988,268435456,24,signals,61,404.1806711429999
7,eng_r_cur,6.311682884999755,21,0.30055632785713116,42,0.15027816392856558,268435456,24,signals,61,404.1806711429999
8,eng_r_cur,6.922724954000387,21,0.3296535692381137,42,0.16482678461905684,268435456,24,signals,61,404.1806711429999
9,eng_r_cur,6.480668449999939,21,0.30860325952380663,42,0.15430162976190331,268435456,24,signals,61,404.1806711429999
10,eng_r_cur,6.6680778350000764,21,0.3175275159523846,42,0.1587637579761923,268435456,24,signals,61,404.1806711429999
11,eng_r_cur,7.7896197780000875,21,0.3709342751428613,42,0.18546713757143066,268435456,24,signals,61,404.1806711429999
12,eng_r_cur,6.208156337999753,21,0.29562649228570254,42,0.14781324614285127,268435456,24,signals,61,404.1806711429999
13,eng_r_cur,6.8421618389998,21,0.3258172304285619,42,0.16290861521428096,268435456,24,signals,61,404.1806711429999
14,eng_r_cur,6.59759965000012,21,0.3141714119047676,42,0.1570857059523838,268435456,24,signals,61,404.1806711429999
15,eng_r_cur,6.008082793000085,21,0.28609918061905165,42,0.14304959030952583,268435456,24,signals,61,404.1806711429999
16,eng_r_cur,6.764482954999949,21,0.3221182359523785,42,0.16105911797618924,268435456,24,signals,61,404.1806711429999
17,eng_r_cur,7.247546890999729,21,0.3451212805237966,42,0.1725606402618983,268435456,24,signals,61,404.1806711429999
18,eng_r_cur,6.637552558000152,21,0.3160739313333406,42,0.1580369656666703,268435456,24,signals,61,404.1806711429999
19,eng_r_cur,6.223234849000164,21,0.2963445166190554,42,0.1481722583095277,268435456,24,signals,61,404.1806711429999
20,eng_r_cur,6.932899458000065,21,0.33013806942857454,42,0.16506903471428727,268435456,24,signals,61,404.1806711429999
21,eng_r_cur,6.223152777999985,21,0.29634060847618976,42,0.14817030423809488,268435456,24,signals,61,404.1806711429999
22,eng_r_cur,6.346380166000017,21,0.30220857933333417,42,0.15110428966666709,268435456,24,signals,61,404.1806711429999
23,eng_r_cur,6.686137887000314,21,0.31838751842858637,42,0.15919375921429318,268435456,24,signals,61,404.1806711429999
24,eng_r_cur,5.5134653320001235,17,0.3243214901176543,34,0.16216074505882716,268435456,24,signals,61,404.1806711429999
1,hybrid_aout,6.677056428000014,21,0.3179550680000007,63,0.1059850226666669,268435456,24,signals,61,404.1806711429999
